Date,n_tit_subj_comm,n_tit_subj_score,n_tit_pol_comm,n_tit_pol_score,count
2014-06-12,21.936111111111114,36.63611111111111,15.275,25.708333333333332,3
2014-06-13,0.0,0.0,0.0,0.0,1
2014-06-29,0.75,1.875,-0.25,-0.625,1
2014-06-30,41.25,249.375,-13.75,-83.125,1
2014-07-02,0.0,0.0,0.0,0.0,1
2014-07-03,0.0,0.5,0.0,0.0,1
2014-07-04,0.0,0.4,0.0,0.8,1
2014-07-10,0.0,2.6,0.0,-1.4000000000000006,1
2014-07-17,1.3636363636363633,4.999999999999999,0.40909090909090906,1.5,1
2014-07-18,0.0,1.3333333333333333,0.0,0.0,3
2014-07-19,0.0,0.0,0.0,0.0,1
2014-07-21,1.3636363636363633,2.7272727272727266,0.40909090909090906,0.8181818181818181,1
2014-07-23,0.0,0.0,0.0,0.0,1
2014-08-28,0.22727272727272724,1.1363636363636362,0.06818181818181818,0.3409090909090909,2
2014-08-29,3.0,3.0,-1.5,-1.5,1
2014-08-31,0.0,0.0,0.0,0.0,1
2014-09-03,0.5,1.25,-0.5,-1.25,1
2014-09-04,2.5,7.5,-1.25,-3.75,2
2014-09-05,5.0,15.0,-2.5,-7.5,1
2014-09-10,0.0,0.0,0.0,0.0,2
2014-09-19,1.5,4.5,1.25,3.75,1
2014-09-22,0.0,0.0,0.0,0.0,1
2014-09-29,0.0,3.3333333333333335,0.0,1.7333333333333334,1
2014-09-30,13.200000000000001,14.4,11.549999999999999,12.6,1
2014-10-02,0.0,0.0,0.0,0.0,1
2014-10-05,0.0,0.0,0.0,0.0,1
2014-10-09,0.0,0.0,0.0,0.0,1
2014-10-13,0.0,0.0,0.0,0.0,1
2014-10-14,0.0,0.0,0.0,0.0,1
2014-10-17,0.0,0.0,0.0,0.0,1
2014-10-20,10.231060606060607,18.803030303030305,0.14015151515151505,0.2575757575757574,1
2014-11-05,6.0,33.0,0.0,0.0,1
2014-11-09,0.0,8.0,0.0,0.0,1
2014-11-14,0.0,0.0,0.0,0.0,1
2014-11-16,135.0,537.0,-81.0,-322.2,1
2014-11-29,0.0,0.0,0.0,0.0,1
2014-12-11,0.0,0.0,0.0,0.0,2
2014-12-19,0.0,0.0,0.0,0.0,1
2015-01-12,0.0,0.0,0.0,0.0,1
2015-01-14,0.0,0.0,0.0,0.0,2
2015-02-10,19.6,22.650000000000002,-78.4,-90.60000000000001,1
2015-02-12,0.0,2.2727272727272725,0.0,0.6818181818181818,1
2015-02-16,81.30000000000001,100.60000000000001,243.89999999999998,301.8,1
2015-02-22,0.0,0.0,0.0,0.0,1
2015-03-06,0.30000000000000004,1.0,0.0,0.0,1
2015-03-14,1.0,10.5,0.125,1.3125,1
2015-03-18,0.0,0.0,0.0,0.0,2
2015-03-20,3.2222222222222223,9.022222222222222,-0.38888888888888895,-1.088888888888889,1
2015-03-30,1.5583333333333336,0.7333333333333334,0.2833333333333334,0.13333333333333336,4
2015-04-01,0.0,0.0,0.0,0.0,1
2015-04-02,0.0,1.4,0.0,-0.6,1
2015-04-03,0.0,0.0,-4.2250000000000005,-16.725,2
2015-04-06,77.60000000000001,44.0,58.199999999999996,33.0,1
2015-04-07,1.3333333333333333,3.6666666666666665,1.0,2.75,1
2015-04-09,0.0,1.7333333333333334,0.0,-0.6666666666666666,1
2015-04-10,0.0,0.0,0.0,0.0,1
2015-04-15,0.0,0.0,0.0,0.0,1
2015-04-27,0.0,0.0,0.0,0.0,1
2015-05-12,0.0,0.0,0.0,0.0,1
2015-06-04,0.0,0.0,0.0,0.0,1
2015-06-05,45.5,18.454545454545453,43.75,14.636363636363637,2
2015-06-11,25.0,59.75,-12.5,-29.875,2
2015-06-12,0.0,0.0,0.0,0.0,1
2015-06-18,2.0,9.0,-1.0,-4.5,1
2015-07-03,0.6666666666666666,3.3333333333333335,-0.3333333333333333,-1.6666666666666667,3
2015-07-05,1.3333333333333333,2.6666666666666665,0.25,0.5,1
2015-07-08,0.0,0.0,0.0,0.0,1
2015-07-23,0.3333333333333333,1.0,0.25,0.75,1
2015-07-28,2.4499999999999997,1.0499999999999998,0.35000000000000003,0.15000000000000002,1
2015-08-01,0.0,0.0,0.0,0.0,1
2015-08-05,0.0,0.0,0.0,0.0,1
2015-08-06,0.0,2.0,0.0,0.5,1
2015-09-01,0.0,1.1333333333333333,0.0,-0.6,2
2015-09-08,0.0,0.0,0.0,0.0,1
2015-09-09,0.0,0.0,0.0,0.0,1
2015-09-11,0.0,0.0,0.0,0.0,1
2015-09-12,0.0,0.0,0.0,0.0,1
2015-09-17,0.0,0.0,0.0,0.0,1
2015-09-18,0.0,0.0,0.0,0.0,1
2015-09-19,3.258333333333333,9.774999999999999,0.7791666666666666,2.3375,1
2015-09-22,0.4866666666666666,3.3033333333333332,-0.09000000000000002,-1.1150000000000002,2
2015-09-24,0.0,0.0,0.0,0.0,1
2015-10-05,1.35,5.4,1.2000000000000002,4.800000000000001,1
2015-10-19,0.0,0.0,0.0,0.0,1
2015-10-22,3.2,28.0,1.6,14.0,1
2015-11-02,0.6666666666666666,4.5,0.06666666666666667,0.26666666666666666,3
2015-11-04,1.0833333333333335,1.3,0.625,0.75,1
2015-11-12,0.16666666666666669,1.0,0.3,1.7999999999999998,1
2015-11-16,0.5,0.4,1.5,1.2,1
2015-11-19,5.2,15.311111111111112,-2.800000000000001,-8.244444444444447,1
2015-11-20,0.0,0.0,0.0,0.0,1
2015-11-21,0.6666666666666666,6.333333333333333,0.5,4.75,1
2015-11-23,0.0,0.0,0.0,0.0,1
2015-11-25,0.0,0.0,0.0,0.0,2
2015-12-07,0.2,0.6000000000000001,0.05,0.15000000000000002,2
2015-12-08,0.6000000000000001,0.6000000000000001,-0.30000000000000004,-0.30000000000000004,2
2015-12-09,0.7875,14.35,-0.45,-8.200000000000001,4
2015-12-10,0.0,0.0,0.0,0.0,1
2015-12-11,0.0,0.0,0.0,0.0,1
2015-12-15,0.0,0.0,0.0,0.0,1
2016-01-01,3.0,12.833333333333332,-0.5,-5.166666666666666,2
2016-01-07,0.0,0.0,0.0,0.0,1
2016-01-11,0.75,4.5,0.0,0.0,1
2016-01-15,7.6499999999999995,18.599999999999998,-12.75,-31.0,2
2016-01-20,0.0,0.0,-0.1,-0.30000000000000004,1
2016-01-23,0.0,0.0,0.0,0.0,1
2016-01-27,0.8,4.4,-0.4,-2.2,1
2016-02-02,9.545454545454543,146.36363636363635,2.8636363636363633,43.90909090909091,1
2016-02-13,2.5,0.5,-7.5,-1.5,1
2016-02-17,0.08333333333333333,0.5333333333333333,0.25,1.4000000000000001,3
2016-02-18,0.0,0.0,0.0,0.0,1
2016-02-26,0.5,2.5,0.5,2.5,1
2016-03-14,0.0,0.0,0.0,0.0,1
2016-03-16,57.75,160.36363636363637,12.03125,33.40909090909091,1
2016-03-17,0.0,0.0,0.0,0.0,1
2016-03-21,0.0,0.0,0.0,0.0,1
2016-04-03,150.75,921.75,130.65,798.85,1
2016-04-06,85.9,401.70000000000005,257.7,1205.1,1
2016-04-21,0.0,0.0,0.0,0.0,1
2016-04-27,0.0,0.75,0.0,0.0,1
2016-05-02,0.0,0.0,0.0,0.0,3
2016-05-04,0.875,4.199999999999999,-0.5,-2.4000000000000004,2
2016-05-05,1.6666666666666667,5.2,-0.8333333333333334,-2.981666666666667,3
2016-05-07,0.13333333333333336,0.5333333333333334,0.0,0.0,1
2016-05-09,0.0,0.0,0.0,0.0,1
2016-05-19,0.0,0.0,0.0,0.0,1
2016-06-09,0.75,1.5,0.0,0.0,1
2016-06-16,0.0,3.5,0.0,3.5,1
2016-06-24,0.3,1.05,0.0,0.0,2
2016-06-28,0.0,0.0,0.0,0.0,1
2016-06-29,0.0,0.0,0.0,0.0,1
2016-07-20,1.0,1.5,1.0,1.5,1
2016-07-25,159.0,1004.6666666666666,119.25,753.5,1
2016-08-02,0.0,0.0,0.0,0.0,1
2016-08-03,4.4,8.45,13.2,17.85,2
2016-08-12,0.0,0.0,0.0,0.0,1
2016-08-24,3.145454545454546,7.863636363636365,1.0303030303030303,2.5757575757575757,1
2016-09-10,24.599999999999998,18.9625,9.600000000000001,7.400000000000001,1
2016-09-19,0.0,0.0,0.0,0.0,1
2016-09-26,0.0,0.0,0.0,0.0,1
2016-10-04,0.0,1.125,0.0,0.0,1
2016-10-12,1.3,0.9,2.6,1.8,1
2016-10-13,0.7,3.5,0.30000000000000004,1.5000000000000002,1
2016-10-14,0.0,0.0,0.0,0.0,1
2016-10-19,0.0,0.0,0.0,0.0,1
2016-10-24,0.0,3.413333333333333,0.0,2.07,2
2016-11-01,3.466666666666667,5.48888888888889,-1.8666666666666674,-2.9555555555555566,1
2016-11-04,0.0,0.0,0.0,0.0,1
2016-11-07,0.0,4.772727272727272,0.0,1.4318181818181817,2
2016-11-28,0.0,2.4000000000000004,0.0,-1.5,1
2016-11-29,0.0,0.0,0.0,0.0,1
2016-11-30,0.0,0.0,0.0,0.0,1
2016-12-05,0.025,0.2,-0.037500000000000006,-0.30000000000000004,2
2016-12-07,0.0,0.0,0.0,0.0,1
2016-12-09,0.0,0.0,0.0,0.0,1
2016-12-15,0.0,0.0,0.0,0.0,1
2016-12-21,0.0,0.0,0.0,0.0,1
2016-12-30,3.0,7.0,-0.75,-1.75,1
2017-01-02,22.75,33.15,13.125,19.125,1
2017-01-03,0.0,0.0,0.0,0.0,1
2017-01-04,0.0,0.8099999999999998,0.0,0.24,2
2017-01-05,181.43999999999997,151.2,53.76,44.800000000000004,1
2017-01-09,0.0,16.0,0.0,-8.0,1
2017-01-10,0.0,0.0,0.0,0.0,1
2017-01-14,0.8333333333333333,1.6666666666666665,0.625,1.25,2
2017-01-17,0.4545454545454545,3.4090909090909087,0.13636363636363635,1.0227272727272727,2
2017-01-19,0.0,0.0,0.0,0.0,1
2017-01-21,0.2,1.0,0.6,3.0,1
2017-01-23,0.0,0.0,0.0,0.0,1
2017-01-27,0.0,0.0,0.0,0.0,2
2017-01-30,3.333333333333333,9.333333333333332,-3.499999999999999,-9.799999999999997,1
2017-01-31,0.0,0.0,0.0,0.0,1
2017-02-07,0.0,0.5249999999999999,0.0,-0.375,1
2017-02-09,0.0,0.6666666666666666,0.0,-1.0,3
2017-02-13,2.4000000000000004,1.8000000000000003,2.8,2.0999999999999996,1
2017-02-14,0.15000000000000002,0.17500000000000002,0.0,0.0,2
2017-02-23,0.26999999999999996,1.3499999999999999,0.08,0.4,2
2017-03-02,3.2222222222222223,7.8999999999999995,3.0,8.200000000000001,2
2017-03-03,2.1599999999999997,9.719999999999999,0.64,2.88,1
2017-03-10,0.3,4.8,-0.05,-0.8,2
2017-03-22,16.2,19.8,5.3999999999999995,6.6,1
2017-03-23,3.4000000000000004,8.4,3.4000000000000004,8.4,1
2017-04-01,0.0,0.0,0.0,0.0,1
2017-04-03,0.0,2.4000000000000004,0.0,2.4000000000000004,1
2017-04-04,0.0,2.75,0.0,1.4270833333333333,2
2017-04-05,0.4545454545454545,2.7272727272727266,0.13636363636363635,0.8181818181818181,1
2017-04-12,0.0,0.0,0.0,0.0,1
2017-04-27,0.7296969696969696,1.824242424242424,0.1975757575757576,0.493939393939394,1
2017-05-01,10.442727272727272,19.890909090909087,3.1118181818181823,5.927272727272728,1
2017-05-02,186.23999999999998,286.08,46.56,71.52,1
2017-05-04,9.8,15.4,8.166666666666666,12.833333333333332,1
2017-05-08,3.2416666666666667,1.8666666666666667,-1.9625,-2.9,2
2017-05-09,26.0,20.8,0.0,0.0,1
2017-05-10,0.0,0.0,0.0,0.0,1
2017-05-11,3.333333333333333,6.333333333333333,2.5,4.75,1
2017-05-17,0.21875,0.65625,0.0,0.0,2
2017-05-22,928.9054545454544,5328.277272727272,276.8036363636364,1587.768181818182,1
2017-05-24,15.813333333333333,13.479999999999999,4.653333333333333,3.9533333333333336,3
2017-05-25,10.266666666666666,19.506666666666664,4.4,8.36,1
2017-05-26,6.9125000000000005,2.9375,-0.28749999999999987,-1.0125000000000002,2
2017-05-27,3.333333333333333,3.333333333333333,0.0,0.0,1
2017-05-28,0.0,0.0,0.0,0.0,1
2017-06-06,0.0,0.0,0.0,0.0,1
2017-06-16,2.25,2.25,-1.5,-1.5,1
2017-07-07,6.4,5.866666666666666,8.0,7.333333333333333,1
2017-07-13,0.0,0.0,0.0,0.0,1
2017-07-19,0.5399999999999999,1.6199999999999997,0.16,0.48,1
2017-07-21,1.1363636363636365,8.40909090909091,0.3409090909090909,2.5227272727272725,1
2017-07-24,2.5,8.75,2.0,7.0,1
2017-07-26,0.0,0.0,0.0,0.0,2
2017-07-27,0.0,0.0,0.0,0.0,1
2017-08-01,30.044444444444448,46.800000000000004,-16.177777777777784,-25.20000000000001,1
2017-08-06,260.82424242424247,227.4303030303031,157.3939393939394,137.24242424242425,1
2017-08-07,3.7799999999999994,7.019999999999999,1.12,2.08,1
2017-08-11,363.35,2754.4500000000003,-357.3,-2739.966666666667,2
2017-08-12,20.51818181818182,57.11818181818182,5.045454545454545,14.045454545454545,1
2017-08-13,0.0,0.0,0.0,0.0,1
2017-08-14,0.0,2.0,0.0,1.0,1
2017-08-15,0.0,0.0,0.0,0.0,1
2017-08-16,0.0,0.0,0.0,0.0,1
2017-08-20,0.0,4.09090909090909,0.0,1.227272727272727,1
2017-08-25,105.0,116.0,0.0,0.0,1
2017-08-28,16.0,87.0,9.6,52.199999999999996,1
2017-09-05,2.6444444444444444,9.066666666666666,1.195833333333333,4.1,1
2017-09-09,0.0,0.0,0.0,0.0,1
2017-09-12,220.5,127.0,-176.39999999999998,-101.6,2
2017-09-13,0.0,0.0,0.0,0.0,2
2017-09-14,1.2373015873015873,2.7317460317460314,1.1984126984126984,2.4206349206349205,3
2017-09-15,8.222222222222221,5.388888888888888,-8.633333333333331,-4.633333333333332,3
2017-09-18,0.0,0.0,0.0,0.0,1
2017-09-19,0.0,0.0,0.0,0.0,1
2017-09-25,0.0,1.5,0.0,1.5,1
2017-10-06,0.6666666666666666,3.6666666666666665,-0.6666666666666666,-3.6666666666666665,1
2017-10-07,0.0,0.0,0.0,0.0,1
2017-10-11,31.1,24.9,0.30000000000000004,0.2,2
2017-10-12,44.861363636363635,28.288181818181815,13.365909090909092,8.425454545454546,2
2017-10-14,0.0,0.0,0.0,0.0,1
2017-10-16,106.80000000000001,208.20000000000002,106.80000000000001,208.20000000000002,1
2017-10-20,4.666666666666666,6.25,3.375,4.25,2
2017-10-22,0.0,0.0,0.0,0.0,1
2017-10-24,10.0,4.0,10.0,4.0,1
2017-10-27,0.0,0.0,0.0,0.0,1
2017-10-31,2.6999999999999997,13.499999999999998,0.8,4.0,1
2017-11-01,76.82863636363635,92.2440909090909,22.89409090909091,27.487727272727273,2
2017-11-07,9.545454545454543,9.545454545454543,2.8636363636363633,2.8636363636363633,1
2017-11-08,0.5416666666666666,5.958333333333333,-0.2916666666666667,-3.2083333333333335,1
2017-11-09,229.5,285.5,137.7,171.29999999999998,1
2017-11-10,1.3416666666666668,2.4944444444444445,-2.4916666666666667,-2.2111111111111112,2
2017-11-15,8.0,15.0,4.8,9.0,1
2017-11-20,17.5,23.75,-17.5,-23.75,2
2017-11-21,0.26666666666666666,1.2,-0.26666666666666666,-1.2,3
2017-11-24,1.0,1.0,3.0,3.0,1
2017-11-27,2.6666666666666665,4.666666666666667,0.0,0.0,3
2017-11-28,82.77777777777777,62.11111111111111,62.083333333333336,46.583333333333336,3
2017-11-29,15.375,12.6125,-20.599999999999998,-27.849999999999998,4
2017-11-30,20.491666666666667,45.77500000000001,-52.92777777777778,-116.64999999999999,4
2017-12-01,0.4,0.4,0.1,0.1,4
2017-12-04,109.03333333333335,224.20000000000002,27.016666666666666,131.48333333333332,3
2017-12-05,10.4,26.400000000000002,2.6,6.6000000000000005,1
2017-12-06,8.295416666666666,8.983958333333334,3.867083333333333,4.3722916666666665,4
2017-12-11,0.0,0.0,0.0,0.0,1
2017-12-14,10.795454545454543,43.56818181818181,3.2386363636363633,12.670454545454545,4
2017-12-15,0.0,0.0,-2.75,-9.083333333333334,3
2017-12-18,0.0,0.0,0.0,0.0,1
2017-12-19,10.177777777777779,19.155555555555555,-15.177777777777777,-16.622222222222224,3
2017-12-20,0.0,0.0,0.0,0.0,4
2017-12-21,44.62777777777777,73.9611111111111,26.75,44.083333333333336,3
2017-12-22,76.2638888888889,177.35138888888892,-36.124305555555566,-91.98055555555558,8
2017-12-26,0.9,2.7,-0.6,-1.7999999999999998,2
2017-12-27,0.0,0.0,0.0,0.0,1
2017-12-28,5.777777777777779,12.133333333333335,-3.1111111111111125,-6.533333333333336,1
2018-01-03,1.3333333333333333,7.666666666666666,0.0,0.0,1
2018-01-04,0.0,0.0,0.0,0.0,2
2018-01-07,0.0,0.0,0.0,0.0,2
2018-01-08,0.0,0.4000000000000001,0.0,0.10000000000000002,3
2018-01-09,11.700000000000001,8.55,-6.5,-4.75,2
2018-01-10,8.319444444444445,24.027777777777775,-2.472222222222222,-7.847222222222222,3
2018-01-11,3.375,10.875,1.125,3.625,2
2018-01-12,27.124999999999996,73.3375,-8.25,-41.1375,2
2018-01-13,0.0,0.0,0.0,0.0,1
2018-01-15,3.5,2.9,1.5,0.8999999999999999,3
2018-01-16,1.831423611111111,4.820138888888889,-0.2361111111111111,-0.30138888888888893,4
2018-01-17,0.0,0.0,0.0,0.0,5
2018-01-19,12.0,43.0,6.75,24.1875,1
2018-01-21,0.0,0.0,0.0,0.0,1
2018-01-22,0.0,0.0,0.0,0.0,1
2018-01-23,254.51111111111115,434.7777777777778,-137.0444444444445,-234.1111111111112,1
2018-01-24,0.0,0.0,0.0,0.0,3
2018-01-25,410.0,8147.5,1230.0,24442.5,1
2018-01-28,18.5,61.5,-27.750000000000004,-92.25000000000001,2
2018-01-30,0.8388888888888889,2.7930555555555556,-0.21999999999999995,-0.6924999999999998,6
2018-01-31,0.0,0.0,0.0,0.0,1
2018-02-01,60.75,63.25,0.0,0.0,4
2018-02-02,0.6388888888888888,0.6388888888888888,0.027777777777777797,0.027777777777777797,2
2018-02-03,6.15,15.600000000000001,3.375,8.125,2
2018-02-04,0.0,0.0,0.0,0.0,1
2018-02-05,0.0,0.0,0.0,0.0,3
2018-02-06,8.549999999999999,8.7,-4.2749999999999995,-4.35,2
2018-02-09,0.0,0.0,0.0,0.0,1
2018-02-12,0.0,0.0,0.0,0.0,1
2018-02-13,40.400000000000006,59.1,20.200000000000003,29.55,1
2018-02-16,11.0,23.0,-5.5,-11.5,1
2018-02-17,3.75,11.4375,-1.25,-3.8125,2
2018-02-19,1.5000000000000002,4.200000000000001,1.0,2.8000000000000003,1
2018-02-21,0.0,0.0,0.0,0.0,1
2018-02-23,0.0,0.0,0.0,0.0,1
2018-02-26,0.10000000000000002,0.3333333333333333,0.0,0.0,3
2018-02-27,2.4277777777777776,9.072222222222221,0.31666666666666665,1.1833333333333333,3
2018-03-02,28.0,118.775,8.4,35.1,2
2018-03-04,0.0,0.0,0.0,0.0,1
2018-03-05,226.20000000000002,4387.0,226.20000000000002,4387.0,1
2018-03-06,0.0,0.0,0.0,0.0,1
2018-03-07,414.0,1807.8,-69.0,-301.3,1
2018-03-14,0.0,0.0,0.0,0.0,1
