"RT @_blockandchain_: I'll never buy again a shitcoinI'll never buy again a shitcoinI'll never buy again a shitcoinI'll never buy again a��_","Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:56,,,,,,
"Bitcoin was truly a currency without boundaries, powering and connecting a new global economy.","Sentiment(polarity=0.06818181818181818, subjectivity=0.22727272727272727)",7/9/19 9:56,,,,,,
"RT @coindesk: JUST IN: Bitcoin mining difficulty has grown faster in the last two weeks than in any period since August 2018, a sign that c��_","Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",7/9/19 9:56,,,,,,
I bet you won't use my link to sign up and get full of bitcoin into your wallet. https://t.co/BNFPp8nIR9 #MoneyTap��_ https://t.co/np63QmVMXJ,"Sentiment(polarity=0.35, subjectivity=0.55)",7/9/19 9:56,,,,,,
"@Utoday_en @takeoff_tech @kingdom_bitcoin @abigail_pollak @akinyooyeoluwa2 hurry! join now! https://t.co/Z8j2yEKiso","Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
RT @Rhythmtrader: Buying bitcoin is the new pension.,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",7/9/19 9:57,,,,,,
Cientista minera Bitcoin em modelo de computador usado nas miss̵es Apollo https://t.co/U8Dc9cLxp4 https://t.co/mCgGcQuoSV,"Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
"RT @coindesk: JUST IN: Bitcoin mining difficulty has grown faster in the last two weeks than in any period since August 2018, a sign that c��_","Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",7/9/19 9:57,,,,,,
"RT @Crypto_Bitlord: -Stocks are selling off-Property is losing value-Gold is dumping -Governments are losing control And all the while��_","Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
RT @XRP_Investor: Ripple XRP Looking to Over Run Bitcoin in Q3 And Q4 - Today's Gazette https://t.co/DD3hoDyAb4,"Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
"ES1!, S&amp;P 500 E-mini H4: UP. - #ES1! TradingView https://t.co/ZTLsvXwNTC #fx #fxsignals #fxtrader #fxtrading #forex��_ https://t.co/1FTgEaq2w0","Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
"RT @AlexRiley85: To confirm I take this bag with me to all the BB's, is it satire? Here are some snaps. #bitcoins #bitcoin #bitcoinbagguy #��_","Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
Liquidated my entire Bitcoin holdings making an enormous profit of ~ 30 GBP because I am a financial genius. Immedi��_ https://t.co/6ZSh8HEZxx,"Sentiment(polarity=0.0, subjectivity=0.5083333333333333)",7/9/19 9:57,,,,,,
"@nic__carter @matt_odell Literally the first thing I thought of when I saw that... New BTC ATH, suit from Bitcoin Bag Guy?","Sentiment(polarity=0.19318181818181818, subjectivity=0.3939393939393939)",7/9/19 9:57,,,,,,
Have you ever heard of Syscoin? #cryptocurrencies #btc #bitcoin #altcoins $btc,"Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
"RT @_blockandchain_: I'll never buy again a shitcoinI'll never buy again a shitcoinI'll never buy again a shitcoinI'll never buy again a��_","Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
"Bitcoin was truly a currency without boundaries, powering and connecting a new global economy.","Sentiment(polarity=0.06818181818181818, subjectivity=0.22727272727272727)",7/9/19 9:57,,,,,,
"RT @coindesk: JUST IN: Bitcoin mining difficulty has grown faster in the last two weeks than in any period since August 2018, a sign that c��_","Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",7/9/19 9:57,,,,,,
I bet you won't use my link to sign up and get full of bitcoin into your wallet. https://t.co/BNFPp8nIR9 #MoneyTap��_ https://t.co/np63QmVMXJ,"Sentiment(polarity=0.35, subjectivity=0.55)",7/9/19 9:57,,,,,,
"@Utoday_en @takeoff_tech @kingdom_bitcoin @abigail_pollak @akinyooyeoluwa2 hurry! join now! https://t.co/Z8j2yEKiso","Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
RT @Rhythmtrader: Buying bitcoin is the new pension.,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",7/9/19 9:57,,,,,,
Cientista minera Bitcoin em modelo de computador usado nas miss̵es Apollo https://t.co/U8Dc9cLxp4 https://t.co/mCgGcQuoSV,"Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
"RT @coindesk: JUST IN: Bitcoin mining difficulty has grown faster in the last two weeks than in any period since August 2018, a sign that c��_","Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",7/9/19 9:57,,,,,,
"RT @Crypto_Bitlord: -Stocks are selling off-Property is losing value-Gold is dumping -Governments are losing control And all the while��_","Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
RT @XRP_Investor: Ripple XRP Looking to Over Run Bitcoin in Q3 And Q4 - Today's Gazette https://t.co/DD3hoDyAb4,"Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
"ES1!, S&amp;P 500 E-mini H4: UP. - #ES1! TradingView https://t.co/ZTLsvXwNTC #fx #fxsignals #fxtrader #fxtrading #forex��_ https://t.co/1FTgEaq2w0","Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
"RT @AlexRiley85: To confirm I take this bag with me to all the BB's, is it satire? Here are some snaps. #bitcoins #bitcoin #bitcoinbagguy #��_","Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
Liquidated my entire Bitcoin holdings making an enormous profit of ~ 30 GBP because I am a financial genius. Immedi��_ https://t.co/6ZSh8HEZxx,"Sentiment(polarity=0.0, subjectivity=0.5083333333333333)",7/9/19 9:57,,,,,,
"@nic__carter @matt_odell Literally the first thing I thought of when I saw that... New BTC ATH, suit from Bitcoin Bag Guy?","Sentiment(polarity=0.19318181818181818, subjectivity=0.3939393939393939)",7/9/19 9:57,,,,,,
Have you ever heard of Syscoin? #cryptocurrencies #btc #bitcoin #altcoins $btc,"Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
"RT @_blockandchain_: I'll never buy again a shitcoinI'll never buy again a shitcoinI'll never buy again a shitcoinI'll never buy again a��_","Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
"Bitcoin was truly a currency without boundaries, powering and connecting a new global economy.","Sentiment(polarity=0.06818181818181818, subjectivity=0.22727272727272727)",7/9/19 9:57,,,,,,
"RT @coindesk: JUST IN: Bitcoin mining difficulty has grown faster in the last two weeks than in any period since August 2018, a sign that c��_","Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",7/9/19 9:57,,,,,,
I bet you won't use my link to sign up and get full of bitcoin into your wallet. https://t.co/BNFPp8nIR9 #MoneyTap��_ https://t.co/np63QmVMXJ,"Sentiment(polarity=0.35, subjectivity=0.55)",7/9/19 9:57,,,,,,
"@Utoday_en @takeoff_tech @kingdom_bitcoin @abigail_pollak @akinyooyeoluwa2 hurry! join now! https://t.co/Z8j2yEKiso","Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
RT @Rhythmtrader: Buying bitcoin is the new pension.,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",7/9/19 9:57,,,,,,
Cientista minera Bitcoin em modelo de computador usado nas miss̵es Apollo https://t.co/U8Dc9cLxp4 https://t.co/mCgGcQuoSV,"Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
"RT @coindesk: JUST IN: Bitcoin mining difficulty has grown faster in the last two weeks than in any period since August 2018, a sign that c��_","Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",7/9/19 9:57,,,,,,
"RT @Crypto_Bitlord: -Stocks are selling off-Property is losing value-Gold is dumping -Governments are losing control And all the while��_","Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
RT @XRP_Investor: Ripple XRP Looking to Over Run Bitcoin in Q3 And Q4 - Today's Gazette https://t.co/DD3hoDyAb4,"Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
"ES1!, S&amp;P 500 E-mini H4: UP. - #ES1! TradingView https://t.co/ZTLsvXwNTC #fx #fxsignals #fxtrader #fxtrading #forex��_ https://t.co/1FTgEaq2w0","Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
"RT @AlexRiley85: To confirm I take this bag with me to all the BB's, is it satire? Here are some snaps. #bitcoins #bitcoin #bitcoinbagguy #��_","Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
Liquidated my entire Bitcoin holdings making an enormous profit of ~ 30 GBP because I am a financial genius. Immedi��_ https://t.co/6ZSh8HEZxx,"Sentiment(polarity=0.0, subjectivity=0.5083333333333333)",7/9/19 9:57,,,,,,
"@nic__carter @matt_odell Literally the first thing I thought of when I saw that... New BTC ATH, suit from Bitcoin Bag Guy?","Sentiment(polarity=0.19318181818181818, subjectivity=0.3939393939393939)",7/9/19 9:57,,,,,,
Have you ever heard of Syscoin? #cryptocurrencies #btc #bitcoin #altcoins $btc,"Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
"RT @_blockandchain_: I'll never buy again a shitcoinI'll never buy again a shitcoinI'll never buy again a shitcoinI'll never buy again a��_","Sentiment(polarity=0.0, subjectivity=0.0)",7/9/19 9:57,,,,,,
"Bitcoin was truly a currency without boundaries, powering and connecting a new global economy.","Sentiment(polarity=0.06818181818181818, subjectivity=0.22727272727272727)",7/9/19 9:57,,,,,,
"RT @coindesk: JUST IN: Bitcoin mining difficulty has grown faster in the last two weeks than in any period since August 2018, a sign that c��_","Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",7/9/19 9:57,,,,,,
I bet you won't use my link to sign up and get full of bitcoin into your wallet. https://t.co/BNFPp8nIR9 #MoneyTap��_ https://t.co/np63QmVMXJ,"Sentiment(polarity=0.35, subjectivity=0.55)",7/9/19 9:57,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,"RT @Trading_Tech: Market view on #TTMobile: #ES_F, #FESX, #ZB_F and #Bunds are down. #HangSeng and #BTP are up. #DX_F, #crude and #bitcoin��_","Sentiment(polarity=-0.42777777777777776, subjectivity=0.6444444444444445)",54:11.6Canadian Startup Wants to Upgrade Millions of ATMs to Sell Bitcoin https://t.co/kXBy93iK8j https://t.co/OblqZiOSWo,"Sentiment(polarity=0.2, subjectivity=0.1)",2019-07-09 10:02:17.865542
@thecryptomonk Below the bow in the belly of me ship lives a bitcoin beast. I feed it big bloody chunks of fiat,"Sentiment(polarity=-0.4, subjectivity=0.5)",2019-07-09 10:02:17.866237
"BitCoin Multicoin, Binance, Coinbase Invest in Startup Keeping Private Keys Secure https://t.co/adF9Kk0NIP","Sentiment(polarity=0.2, subjectivity=0.4875)",2019-07-09 10:02:17.866754
"RT @TaxNotes: #Singapore’s tax authority is considering updating its tax rules so that digital payment tokens, such as #bitcoin, will no lo…","Sentiment(polarity=0.0, subjectivity=0.25)",2019-07-09 10:02:17.867402
Gold vs Bitcoin? https://t.co/pxbC6k8Lcd https://t.co/okKf3InEHP,"Sentiment(polarity=0.0, subjectivity=0.0)",2019-07-09 10:02:17.868651
RT @_scottdarby: The project I've been building for over a year is finally live! A realtime 3D Blockchain Explorer that runs in the browser…,"Sentiment(polarity=0.17045454545454544, subjectivity=0.5)",2019-07-09 10:02:17.869314
"""D E M E M"" o ki üstat, 
Yerli yersiz hüzünleniyor arada da  gözlerin doluyorsa 35 i gecmişsin demektir...… https://t.co/iEgaiji9U3","Sentiment(polarity=0.0, subjectivity=0.0)",2019-07-09 10:02:17.869894
"Precio actual del #Bitcoin, #Ethereum y #Ripple

 1 $USD  = $18.90 MXN
 1 $BTC = $239,652.60 MXN
 1 $ETH = $5,900.0… https://t.co/tj9kPZdKxF","Sentiment(polarity=0.0, subjectivity=0.1)",2019-07-09 10:02:17.870624
Bitmain Antminer S 9 14th .Apw3++ Power Supply https://t.co/awQcleuMUJ #bitcoin #crypto #antminer #bitmain,"Sentiment(polarity=0.0, subjectivity=0.0)",2019-07-09 10:02:17.871226
"RT @AllOfItWNYC: Today🎙️:Bitcoin's future,""The Black Godfather""doc, Nigerian cooking,Film at Lincoln Center,KHAP. 
Guests include: @benmezr…","Sentiment(polarity=-0.08333333333333333, subjectivity=0.2791666666666667)",2019-07-09 10:02:17.871843
"Buy/Sell Bitcoin &amp; altcoin changes with up to 100x Leverage at PrimeXBT! 🤩🎉

Join here and convert your $75 into $1… https://t.co/H6noWzYCd1","Sentiment(polarity=0.0, subjectivity=0.0)",2019-07-09 10:02:17.872511
"RT @Bloch_R: Info @LesEchos : porté par la récente envolée du bitcoin, le géant européen du minage @BitfuryGroup serait de nouveau en train…","Sentiment(polarity=0.0, subjectivity=0.0)",2019-07-09 10:02:17.873063
"RT @AlexRiley85: To confirm I take this bag with me to all the BB's, is it satire? Here are some snaps. #bitcoins #bitcoin #bitcoinbagguy #…","Sentiment(polarity=0.0, subjectivity=0.0)",2019-07-09 10:02:17.873741
RT @CCNMarkets: Bitcoin Is the Surprising Key to Britain’s Post-Brexit Future: DeVere https://t.co/bxj3t3qnrm,"Sentiment(polarity=0.2333333333333333, subjectivity=0.5416666666666666)",2019-07-09 10:02:17.874315
"RT @MoondicatorTR: MOONDICATOR ÇEKİLİŞİ

3 şanslı Twitter takipçimiz bizden Moondicator Sinyal Algoritmasına 30 günlük üyelik kazanacak.

N…","Sentiment(polarity=0.0, subjectivity=0.0)",2019-07-09 10:02:17.875373
Canadian Startup Wants to Upgrade Millions of ATMs to Sell Bitcoin https://t.co/kXBy93iK8j https://t.co/OblqZiOSWo,"Sentiment(polarity=0.2, subjectivity=0.1)",2019-07-09 10:02:20.896683
@thecryptomonk Below the bow in the belly of me ship lives a bitcoin beast. I feed it big bloody chunks of fiat,"Sentiment(polarity=-0.4, subjectivity=0.5)",2019-07-09 10:02:20.897363
"BitCoin Multicoin, Binance, Coinbase Invest in Startup Keeping Private Keys Secure https://t.co/adF9Kk0NIP","Sentiment(polarity=0.2, subjectivity=0.4875)",2019-07-09 10:02:20.897870
"RT @TaxNotes: #Singapore’s tax authority is considering updating its tax rules so that digital payment tokens, such as #bitcoin, will no lo…","Sentiment(polarity=0.0, subjectivity=0.25)",2019-07-09 10:02:20.898512
Gold vs Bitcoin? https://t.co/pxbC6k8Lcd https://t.co/okKf3InEHP,"Sentiment(polarity=0.0, subjectivity=0.0)",2019-07-09 10:02:20.899648
RT @_scottdarby: The project I've been building for over a year is finally live! A realtime 3D Blockchain Explorer that runs in the browser…,"Sentiment(polarity=0.17045454545454544, subjectivity=0.5)",2019-07-09 10:02:20.900289
"""D E M E M"" o ki üstat, 
Yerli yersiz hüzünleniyor arada da  gözlerin doluyorsa 35 i gecmişsin demektir...… https://t.co/iEgaiji9U3","Sentiment(polarity=0.0, subjectivity=0.0)",2019-07-09 10:02:20.900866
"Precio actual del #Bitcoin, #Ethereum y #Ripple

 1 $USD  = $18.90 MXN
 1 $BTC = $239,652.60 MXN
 1 $ETH = $5,900.0… https://t.co/tj9kPZdKxF","Sentiment(polarity=0.0, subjectivity=0.1)",2019-07-09 10:02:20.901536
Bitmain Antminer S 9 14th .Apw3++ Power Supply https://t.co/awQcleuMUJ #bitcoin #crypto #antminer #bitmain,"Sentiment(polarity=0.0, subjectivity=0.0)",2019-07-09 10:02:20.902114
